Manuscript,Taxa,Total_Field_Seasons,Device_Pairing_Abbreviation,Intermediate_Device_Pairing,Broad_Device_Pairings,Tracking_Group,Monitor_Group,Discipline,Sub_discipline,Single_or_Multiple_Pairing,Total_Devices,Water_Type,Min_C_Depth_m,Max_C_Depth_m,Min_length_Tag_cm,Max_length_Tag_cm,Min_Days_Tracked,Max_Days_Tracked,Min_Hours_Recorded,Max_Hours_Recorded,Notes,Depth_groups,Length_Groups,Tracking_Days,Recording_Hours
Acuna_Marrero_2017,Chondrichthyes,2,AC + SA + B,Acoustic_Satellite_Baited,Both_Baited,Acoustic_Satellite,Baited,Conservation Measures,Marine protected areas and reserves,Multiple,3,Saltwater,10,25,140,383,1,333,Not Reported,100,,2m to 61m,Large (>120cm),Long Term (>170d),Long Term (>20hr)
Acuna_Marrero_2017,Chondrichthyes,2,AC + SA + B,Acoustic_Satellite_Baited,Both_Baited,Acoustic_Satellite,Baited,Other Drivers of Movement and Behavior,Demographics,Multiple,3,Saltwater,10,25,140,383,1,333,Not Reported,100,,2m to 61m,Large (>120cm),Long Term (>170d),Long Term (>20hr)
Acuna_Marrero_2017,Chondrichthyes,2,AC + SA + B,Acoustic_Satellite_Baited,Both_Baited,Acoustic_Satellite,Baited,Other Drivers of Movement and Behavior,Ontogenic,Multiple,3,Saltwater,10,25,140,383,1,333,Not Reported,100,,2m to 61m,Large (>120cm),Long Term (>170d),Long Term (>20hr)
Acuna_Marrero_2017,Chondrichthyes,2,AC + SA + B,Acoustic_Satellite_Baited,Both_Baited,Acoustic_Satellite,Baited,Other Drivers of Movement and Behavior,Seasonal Differences,Multiple,3,Saltwater,10,25,140,383,1,333,Not Reported,100,,2m to 61m,Large (>120cm),Long Term (>170d),Long Term (>20hr)
Acuna_Marrero_2017,Chondrichthyes,2,AC + SA + B,Acoustic_Satellite_Baited,Both_Baited,Acoustic_Satellite,Baited,Behavioural Ecology,Behavioural states and adaptations,Multiple,3,Saltwater,10,25,140,383,1,333,Not Reported,100,,2m to 61m,Large (>120cm),Long Term (>170d),Long Term (>20hr)
Acuna_Marrero_2017,Chondrichthyes,2,AC + SA + B,Acoustic_Satellite_Baited,Both_Baited,Acoustic_Satellite,Baited,Behavioural Ecology,Habitat and space use,Multiple,3,Saltwater,10,25,140,383,1,333,Not Reported,100,,2m to 61m,Large (>120cm),Long Term (>170d),Long Term (>20hr)
Adachi_2021,Phocidae,9,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Multiple,3,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,NA,Not Reported,NA,"Complementary - from the paper: Together, these innovative tools propel the field of biology forward by switching the research paradigm from inferring where predators find prey by investigating where they go to directly measuring predator-prey interactions in the deep ocean. took weight of seals instead of length. metadata not clear what device it belonged to.",NA,NA,NA,NA
Adachi_2021,Phocidae,9,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Behavioural Ecology,Energetics,Multiple,3,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,NA,Not Reported,NA,"Complementary - study was unique in that they paired DD and animal-borne not to study the species themselves but to verify this as a technque that could be used to characterize fish community and habitat, comparing it to DOV. Since these ,ethods can access other dimenstions that hmans cannot. ",NA,NA,NA,NA
Adachi_2021,Phocidae,9,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Behavioural Ecology,Predator_prey interactions,Multiple,3,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,NA,Not Reported,NA,,NA,NA,NA,NA
Adachi_2022,Phocidae,4,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Multiple,3,Saltwater,200,1000,NA,Not Reported,66.2,87.8,1,4,,>61m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Adachi_2022,Phocidae,4,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Behavioural Ecology,Predator_prey interactions,Multiple,3,Saltwater,200,1000,NA,Not Reported,66.2,87.8,1,4,,>61m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Agabiti_2026,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Integrated approach,Single,2,Saltwater,1,62.7,53.1,72.5,0.098,0.539,2.35,8.37,,>61m,Medium (28.5-120cm),Short Term (<3d),Medium Term (2-20hr)
Agabiti_2026,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,1,62.7,53.1,72.5,0.098,0.539,2.35,8.37,,>61m,Medium (28.5-120cm),Short Term (<3d),Medium Term (2-20hr)
Agabiti_2026,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,1,62.7,53.1,72.5,0.098,0.539,2.35,8.37,,>61m,Medium (28.5-120cm),Short Term (<3d),Medium Term (2-20hr)
Agabiti_2026,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Feasibility,Single,2,Saltwater,1,62.7,53.1,72.5,0.098,0.539,2.35,8.37,,>61m,Medium (28.5-120cm),Short Term (<3d),Medium Term (2-20hr)
Agabiti_2026,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Attributing behaviours to movement,Single,2,Saltwater,1,62.7,53.1,72.5,0.098,0.539,2.35,8.37,,>61m,Medium (28.5-120cm),Short Term (<3d),Medium Term (2-20hr)
Akaarir_2024,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Paired lab approach,Single,2,Saltwater,0,0,14.5,16.21,Not Reported,NA,168,672,,Surface to 2m,Small (<28.5cm),NA,NA
Akaarir_2024,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Feasibility,Single,2,Saltwater,0,0,14.5,16.21,Not Reported,NA,168,672,,Surface to 2m,Small (<28.5cm),NA,NA
Akaarir_2024,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,0,14.5,16.21,Not Reported,NA,168,672,,Surface to 2m,Small (<28.5cm),NA,NA
Akiyama_2019,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,4,35,NA,Not Reported,0.16,1,2.9,12.5,,2m to 61m,NA,Short Term (<3d),Medium Term (2-20hr)
Akiyama_2019,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Energetics,Single,2,Saltwater,4,35,NA,Not Reported,0.16,1,2.9,12.5,,2m to 61m,NA,Short Term (<3d),Medium Term (2-20hr)
Akiyama_2019,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Co_existence,Single,2,Saltwater,4,35,NA,Not Reported,0.16,1,2.9,12.5,,2m to 61m,NA,Short Term (<3d),Medium Term (2-20hr)
Allen_2024,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Sociality,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,NA,Not Reported,NA,,NA,NA,NA,NA
Allen_2024,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,NA,Not Reported,NA,,NA,NA,NA,NA
Alos_2016,Teleostei,2,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,NA,15.3,20.9,17,25,30,NA,,NA,Small (<28.5cm),Medium Term (3-170d),NA
Alos_2016,Teleostei,2,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,Not Reported,NA,15.3,20.9,17,25,30,NA,,NA,Small (<28.5cm),Medium Term (3-170d),NA
Alos_2016,Teleostei,2,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Population structuring,Single,2,Saltwater,Not Reported,NA,15.3,20.9,17,25,30,NA,,NA,Small (<28.5cm),Medium Term (3-170d),NA
Alos_2016,Teleostei,2,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Conservation Measures,Human_wildlife interactions,Single,2,Saltwater,Not Reported,NA,15.3,20.9,17,25,30,NA,,NA,Small (<28.5cm),Medium Term (3-170d),NA
Anderson_2022,Chondrichthyes,1,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Other Drivers of Movement and Behavior,Ontogenic,Single,2,Saltwater,Not Reported,0,152,315,1,113,Not Reported,7,,Surface to 2m,Large (>120cm),Medium Term (3-170d),Medium Term (2-20hr)
Anderson_2022,Chondrichthyes,1,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Reproductive Ecology,Nursery habitats,Single,2,Saltwater,Not Reported,0,152,315,1,113,Not Reported,7,,Surface to 2m,Large (>120cm),Medium Term (3-170d),Medium Term (2-20hr)
Anderson_2022,Chondrichthyes,1,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Energetics,Single,2,Saltwater,Not Reported,0,152,315,1,113,Not Reported,7,,Surface to 2m,Large (>120cm),Medium Term (3-170d),Medium Term (2-20hr)
Andrews_2020,Chondrostei,5,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Methodological,Feasibility,Single,2,Freshwater,5.7,6.7,100.5,128,Not Reported,NA,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),NA,NA
Andrews_2020,Chondrostei,5,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Population structuring,Single,2,Freshwater,5.7,6.7,100.5,128,Not Reported,NA,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),NA,NA
Andrews_2020,Chondrostei,5,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Habitat and space use,Single,2,Freshwater,5.7,6.7,100.5,128,Not Reported,NA,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),NA,NA
Andrzejaczek_2019,Chondrichthyes,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,17.5,17.5,265,373,0.16,2,Not Reported,6,,2m to 61m,Large (>120cm),Short Term (<3d),Medium Term (2-20hr)
Andrzejaczek_2019,Chondrichthyes,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Attributing behaviours to movement,Single,2,Saltwater,17.5,17.5,NA,373,0.16,2,Not Reported,6,,2m to 61m,NA,Short Term (<3d),Medium Term (2-20hr)
Andrzejaczek_2019,Chondrichthyes,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,17.5,17.5,265,373,0.16,2,Not Reported,6,,2m to 61m,Large (>120cm),Short Term (<3d),Medium Term (2-20hr)
Angelakis_2024,Phocidae,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Feasibility,Single,2,Saltwater,Not Reported,5,110,167,,NA,6.4,12.49,"complementary - movement data showed where those habitats were located, like at what depth. And even though the study was combinging technqiues to serve as a way to show how this could be used to characterize the seafloor, it also helped uncover habitat trats associated wth foaging of the seals.",2m to 61m,Medium (28.5-120cm),NA,Medium Term (2-20hr)
Angelakis_2024,Phocidae,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,Not Reported,5,110,167,,NA,6.4,12.49,,2m to 61m,Medium (28.5-120cm),NA,Medium Term (2-20hr)
Aoki_2013,Cetacea,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Co_existence,Single,2,Saltwater,1,507,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
Aoki_2013,Cetacea,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,1,507,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
Aoki_2015,Cetacea,3,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,1,100,NA,Not Reported,0.00833,0.575,0.2,13.8,,>61m,NA,Short Term (<3d),Medium Term (2-20hr)
Aoki_2015,Cetacea,3,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Co_existence,Single,2,Saltwater,1,100,NA,Not Reported,0.00833,0.575,0.2,13.8,,>61m,NA,Short Term (<3d),Medium Term (2-20hr)
Aoki_2021,Cetacea,7,DD + Mobile,DataLogger_Mobile,NoReceiver_Mobile,Data Logger,Mobile,Methodological,Tag and video accuracy and precision,Single,2,Saltwater,0,0,NA,Not Reported,0.033,2.4,Not Reported,NA,,Surface to 2m,NA,Short Term (<3d),NA
Aoki_2021,Cetacea,7,DD + Mobile,DataLogger_Mobile,NoReceiver_Mobile,Data Logger,Mobile,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,0,NA,Not Reported,0.033,2.4,Not Reported,NA,,Surface to 2m,NA,Short Term (<3d),NA
Aoki_2021,Cetacea,7,DD + Mobile,DataLogger_Mobile,NoReceiver_Mobile,Data Logger,Mobile,Behavioural Ecology,Energetics,Single,2,Saltwater,0,0,NA,Not Reported,0.033,2.4,Not Reported,NA,,Surface to 2m,NA,Short Term (<3d),NA
Armstrong_1991,Teleostei,1,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,5800,NA,Not Reported,0.13,0.56,8.56,21.58,"Addition to Priede et al! Check for duplication, and Priede 1990",>61m,NA,Short Term (<3d),Long Term (>20hr)
Arnekleiv_2007,Teleostei,5,R + Stationary,Radio_Stationary,Receiver_Stationary,Radio,Stationary,Other Drivers of Movement and Behavior,Ontogenic,Single,2,Freshwater,Not Reported,NA,22,91,8,29,0.5,1.75,,NA,Small (<28.5cm),Medium Term (3-170d),Short term (<2hr)
Arnekleiv_2007,Teleostei,5,R + Stationary,Radio_Stationary,Receiver_Stationary,Radio,Stationary,Reproductive Ecology,Adult migration,Single,2,Freshwater,Not Reported,NA,22,91,8,29,0.5,1.75,,NA,Small (<28.5cm),Medium Term (3-170d),Short term (<2hr)
Arnekleiv_2007,Teleostei,5,R + Stationary,Radio_Stationary,Receiver_Stationary,Radio,Stationary,Resource-Use Management,Hydroelectric power,Single,2,Freshwater,Not Reported,NA,22,91,8,29,0.5,1.75,,NA,Small (<28.5cm),Medium Term (3-170d),Short term (<2hr)
Asada_2021,Reptilia,4,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Behavioural Ecology,Predator_prey interactions,Multiple,3,Saltwater,Not Reported,NA,148,166,8.89,13.79,0,NA,,NA,Large (>120cm),Medium Term (3-170d),NA
Asada_2021,Reptilia,4,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Reproductive Ecology,"Spawning, breeding, nesting behaviour",Multiple,3,Saltwater,Not Reported,NA,148,166,8.89,13.79,,NA,,NA,Large (>120cm),Medium Term (3-170d),NA
Asada_2022,Reptilia,4,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Methodological,Integrated approach,Multiple,3,Saltwater,Not Reported,NA,140,Not Reported,Not Reported,24,Not Reported,NA,,NA,Large (>120cm),Medium Term (3-170d),NA
Asada_2022,Reptilia,4,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Reproductive Ecology,"Spawning, breeding, nesting behaviour",Multiple,3,Saltwater,Not Reported,NA,140,Not Reported,Not Reported,24,Not Reported,NA,,NA,Large (>120cm),Medium Term (3-170d),NA
Asada_2022,Reptilia,4,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Behavioural Ecology,Habitat and space use,Multiple,3,Saltwater,Not Reported,NA,140,Not Reported,Not Reported,24,Not Reported,NA,,NA,Large (>120cm),Medium Term (3-170d),NA
Asada_2022,Reptilia,4,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Data Logger_Satellite,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Multiple,3,Saltwater,Not Reported,NA,140,Not Reported,Not Reported,24,Not Reported,NA,,NA,Large (>120cm),Medium Term (3-170d),NA
Bacheler_2018,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,30,50,25,35.5,1,36,Not Reported,NA,,2m to 61m,Small (<28.5cm),Medium Term (3-170d),NA
Bacheler_2018,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Species Management,Stock assessments,Single,2,Saltwater,30,50,25,35.5,1,36,Not Reported,NA,,2m to 61m,Small (<28.5cm),Medium Term (3-170d),NA
Bagley_1996,Teleostei,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Methodological,Feasibility,Single,2,Saltwater,3500,3500,NA,Not Reported,Not Reported,0.42,Not Reported,10,"verififcation - cameras used to confirm what fish are attracted to the bait, and acoustic pingers used to trackg there swim speed at the bottom. PRIEDE WAS SECOND AUTHOR",>61m,NA,Short Term (<3d),Medium Term (2-20hr)
Bagley_1996,Teleostei,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,3500,3500,NA,Not Reported,Not Reported,0.42,Not Reported,10,,>61m,NA,Short Term (<3d),Medium Term (2-20hr)
Baker_2019,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Species Management,Commercial species,Single,2,Brackish,Not Reported,NA,NA,Not Reported,11,122,15,NA,,NA,NA,Medium Term (3-170d),NA
Baker_2019,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Integrated approach,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,11,122,15,NA,,NA,NA,Medium Term (3-170d),NA
Baker_2019,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Co_existence,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,11,122,15,NA,,NA,NA,Medium Term (3-170d),NA
Baker_2019,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Species Management,Commercial species,Single,2,Freshwater,Not Reported,NA,NA,Not Reported,11,122,15,NA,,NA,NA,Medium Term (3-170d),NA
Baker_2019,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Species Management,Commercial species,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,11,122,15,NA,,NA,NA,Medium Term (3-170d),NA
Baker_2019,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Co_existence,Single,2,Brackish,Not Reported,NA,NA,Not Reported,11,122,15,NA,,NA,NA,Medium Term (3-170d),NA
Baker_2019,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Integrated approach,Single,2,Brackish,Not Reported,NA,NA,Not Reported,11,122,15,NA,,NA,NA,Medium Term (3-170d),NA
Baker_2019,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Co_existence,Single,2,Freshwater,Not Reported,NA,NA,Not Reported,11,122,15,NA,,NA,NA,Medium Term (3-170d),NA
Baker_2019,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Integrated approach,Single,2,Freshwater,Not Reported,NA,NA,Not Reported,11,122,15,NA,,NA,NA,Medium Term (3-170d),NA
Baker_2019,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Habitat and space use,Single,2,Brackish,Not Reported,NA,NA,Not Reported,11,122,15,NA,,NA,NA,Medium Term (3-170d),NA
Baker_2019,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,11,122,15,NA,,NA,NA,Medium Term (3-170d),NA
Baker_2019,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Habitat and space use,Single,2,Freshwater,Not Reported,NA,NA,Not Reported,11,122,15,NA,,NA,NA,Medium Term (3-170d),NA
Bao_2019,Teleostei,1,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Species Management,Commercial species,Single,2,Freshwater,Not Reported,NA,9.7,42.5,Not Reported,30,Not Reported,1320,"Complementation - ideo determined passage rate by calculating total number of fish, where PIT tags calulcated passage efficiency the percentage of fish detected per species, and the time it took for them to transit through the fishway, o",NA,Small (<28.5cm),Medium Term (3-170d),NA
Bao_2019,Teleostei,1,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Resource-Use Management,Manmade structures,Single,2,Freshwater,Not Reported,NA,9.7,42.5,Not Reported,30,Not Reported,1320,,NA,Small (<28.5cm),Medium Term (3-170d),NA
Bao_2019,Teleostei,1,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Methodological,Integrated approach,Single,2,Freshwater,Not Reported,NA,9.7,42.5,Not Reported,30,Not Reported,1320,,NA,Small (<28.5cm),Medium Term (3-170d),NA
Barnett_2022,Chondrichthyes,3,AC + SA + B,Acoustic_Satellite_Baited,Both_Baited,Acoustic_Satellite,Baited,Behavioural Ecology,Predator_prey interactions,Multiple,3,Saltwater,1,20,50,386,2,213,1,1.5,,2m to 61m,Medium (28.5-120cm),Long Term (>170d),Short term (<2hr)
Barnett_2022,Chondrichthyes,3,AC + SA + B,Acoustic_Satellite_Baited,Both_Baited,Acoustic_Satellite,Baited,Methodological,Integrated approach,Multiple,3,Saltwater,1,20,50,386,2,213,1,1.5,,2m to 61m,Medium (28.5-120cm),Long Term (>170d),Short term (<2hr)
Barnett_2022,Chondrichthyes,3,AC + SA + B,Acoustic_Satellite_Baited,Both_Baited,Acoustic_Satellite,Baited,Conservation Measures,Human_wildlife interactions,Multiple,3,Saltwater,1,20,50,386,2,213,1,1.5,,2m to 61m,Medium (28.5-120cm),Long Term (>170d),Short term (<2hr)
Barocas_2016,Mustelidae,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Behavioural Ecology,Sociality,Single,2,Saltwater,0,0,NA,Not Reported,61,83,696,1944,"Complementary - used proximity tags to characterize fission fusion behaviour in sea otters, while caera traps verify these events by determining how many ndividuals hung out around latrines, but also revealed signalling behaviour at the latrines, as a social behavoiur, and uncovered that latriens were being used as sites for information exchange",Surface to 2m,NA,Medium Term (3-170d),NA
Barocas_2016,Mustelidae,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,0,NA,Not Reported,61,83,696,1944,,Surface to 2m,NA,Medium Term (3-170d),NA
Bartes_2025,Phocidae,11,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Multiple,3,Saltwater,40,100,132,177,Not Reported,NA,Not Reported,NA,,>61m,Large (>120cm),NA,NA
Bartes_2025,Phocidae,11,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Other Drivers of Movement and Behavior,Seasonal Differences,Multiple,3,Saltwater,40,100,132,177,Not Reported,NA,Not Reported,NA,,>61m,Large (>120cm),NA,NA
Bartes_2025,Phocidae,11,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Predator_prey interactions,Multiple,3,Saltwater,40,100,132,177,Not Reported,NA,Not Reported,NA,,>61m,Large (>120cm),NA,NA
Bartes_2025,Phocidae,11,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Other Drivers of Movement and Behavior,Environmental factors,Multiple,3,Saltwater,40,100,132,177,Not Reported,NA,Not Reported,NA,,>61m,Large (>120cm),NA,NA
Baumgartner_2017,Cetacea,9,AC + R + Mobile,Acoustic_Radio_Mobile,Receiver_Mobile,Acoustic_Radio,Mobile,Behavioural Ecology,Behavioural states and adaptations,Multiple,3,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,0.1,Not Reported,NA,"Complementation - vertical distribution, dive depths over time, via radio and acoustic, while video showed the different types of prey theyw ere capturing at these depths identifying times when foraging at the surface is most important to help reduce ship strikes.",NA,NA,Short Term (<3d),NA
Baumgartner_2017,Cetacea,9,AC + R + Mobile,Acoustic_Radio_Mobile,Receiver_Mobile,Acoustic_Radio,Mobile,Conservation Measures,Human_wildlife interactions,Multiple,3,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,0.1,Not Reported,NA,,NA,NA,Short Term (<3d),NA
Baumgartner_2017,Cetacea,9,AC + R + Mobile,Acoustic_Radio_Mobile,Receiver_Mobile,Acoustic_Radio,Mobile,Behavioural Ecology,Predator_prey interactions,Multiple,3,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,0.1,Not Reported,NA,,NA,NA,Short Term (<3d),NA
Baumgartner_2017,Cetacea,9,AC + R + Mobile,Acoustic_Radio_Mobile,Receiver_Mobile,Acoustic_Radio,Mobile,Other Drivers of Movement and Behavior,Seasonal Differences,Multiple,3,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,0.1,Not Reported,NA,,NA,NA,Short Term (<3d),NA
Beltramino_2018,Teleostei,5,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Behavioural Ecology,Energetics,Single,2,Saltwater,5,10,26,35,3,9,Not Reported,NA,,2m to 61m,Small (<28.5cm),Medium Term (3-170d),NA
